Index,Image,wangtao,zzc,wangtao2,zzc2,MOS
1159,movie_0140.jpg,2.8,3.5,2.8,2.3,2.85
1160,game_1965.jpg,2.1,2.8,1.9,1.8,2.15
1161,movie_0126.jpg,1.1,2.1,1.9,1.2,1.58
1162,movie_2334.jpg,1.7,2.1,3.1,1.7,2.15
1163,game_2713.jpg,2.8,3.0,3.1,2.1,2.75
1164,movie_1027.jpg,2.9,2.6,2.5,2.8,2.7
1165,movie_2244.jpg,3.2,3.0,3.5,3.4,3.28
1166,game_0846.jpg,2.3,2.2,1.8,1.4,1.92
1167,movie_0483.jpg,2.9,2.9,2.7,1.2,2.42
1168,movie_0075.jpg,3.5,3.1,3.6,2.4,3.15
1169,game_1586.jpg,1.9,2.2,2.1,2.1,2.07
1170,movie_2004.jpg,3.0,2.9,3.2,2.8,2.98
1171,game_1849.jpg,1.3,2.6,1.3,1.6,1.7
1172,game_2527.jpg,2.3,2.3,1.6,1.5,1.92
1173,movie_2961.jpg,3.7,3.6,4.0,3.6,3.72
1174,game_0673.jpg,2.9,2.3,1.8,1.8,2.2
1175,movie_2640.jpg,3.3,3.6,3.9,3.6,3.6
1176,movie_0916.jpg,3.4,3.3,3.3,2.8,3.2
1177,movie_1073.jpg,3.3,3.0,3.8,2.9,3.25
1178,game_0381.jpg,2.7,1.8,1.9,1.8,2.05
1179,game_0786.jpg,2.7,3.2,2.8,1.9,2.65
1180,game_2376.jpg,2.1,1.9,1.8,1.6,1.85
1181,movie_0306.jpg,2.8,2.3,2.8,2.2,2.52
1182,game_2337.jpg,2.3,2.3,2.2,2.7,2.38
1183,movie_1240.jpg,3.4,3.1,3.4,2.5,3.1
1184,game_0310.jpg,3.5,3.2,2.9,2.3,2.97
1185,movie_1422.jpg,2.5,2.1,2.9,2.2,2.42
1186,movie_2682.jpg,3.8,2.7,3.7,1.8,3.0
1187,game_2549.jpg,3.1,3.1,3.2,2.8,3.05
1188,game_0496.jpg,1.2,1.8,0.9,1.0,1.23
1189,game_0916.jpg,0.3,1.5,1.2,1.4,1.1
1190,game_2121.jpg,3.1,2.6,2.8,1.9,2.6
1191,game_2716.jpg,2.8,2.6,2.9,1.9,2.55
1192,movie_2966.jpg,3.6,3.8,4.0,2.9,3.58
1193,movie_2044.jpg,3.7,2.6,3.3,2.8,3.1
1194,movie_1574.jpg,2.7,2.4,2.8,1.3,2.3
1195,game_0330.jpg,0.8,1.3,1.3,0.8,1.05
1196,movie_2984.jpg,3.9,3.3,4.3,3.4,3.72
1197,game_2714.jpg,2.8,2.9,3.3,3.5,3.12
1198,movie_2713.jpg,4.5,4.1,4.6,3.9,4.27
1199,game_1444.jpg,3.1,2.1,1.7,1.8,2.18
1200,game_0705.jpg,0.8,1.4,0.9,0.9,1.0
1201,movie_0779.jpg,3.2,3.1,3.3,3.2,3.2
1202,movie_0002.jpg,1.2,1.8,2.2,1.6,1.7
1203,movie_2700.jpg,3.5,2.3,4.2,3.0,3.25
1204,movie_0100.jpg,2.8,2.1,2.2,2.1,2.3
1205,game_2043.jpg,2.3,1.9,1.6,0.8,1.65
1206,movie_2171.jpg,3.3,3.6,3.1,3.0,3.25
1207,game_2021.jpg,1.8,2.3,1.1,1.8,1.75
1208,movie_2241.jpg,2.8,2.2,2.9,2.1,2.5
1209,movie_1644.jpg,1.7,2.2,3.4,1.5,2.2
1210,game_2845.jpg,1.2,1.4,0.7,1.0,1.08
1211,movie_1251.jpg,3.3,2.0,3.8,1.9,2.75
1212,game_1834.jpg,3.0,2.7,2.8,2.3,2.7
1213,movie_0102.jpg,2.2,2.2,3.0,2.0,2.35
1214,movie_0594.jpg,2.7,2.7,2.7,2.1,2.55
1215,game_0295.jpg,2.7,2.0,1.7,1.5,1.98
1216,movie_0364.jpg,3.2,3.3,3.3,3.3,3.28
1217,game_0006.jpg,0.8,2.1,1.0,1.5,1.35
1218,game_0283.jpg,0.8,1.4,0.7,1.2,1.03
1219,game_2708.jpg,0.6,1.8,2.2,1.9,1.62
1220,game_2815.jpg,2.3,2.7,3.8,1.4,2.55
1221,game_1719.jpg,3.2,3.0,3.2,2.9,3.08
1222,game_1196.jpg,2.2,2.6,1.2,2.1,2.03
1223,movie_1043.jpg,3.2,2.7,3.4,2.2,2.88
1224,movie_0743.jpg,1.3,1.9,2.9,1.6,1.92
1225,game_2381.jpg,1.4,2.2,1.8,1.7,1.78
1226,movie_1913.jpg,3.3,2.3,3.2,2.4,2.8
1227,game_2088.jpg,1.8,2.2,0.8,1.5,1.58
1228,game_2858.jpg,1.3,1.5,0.9,0.8,1.12
1229,game_0900.jpg,2.6,2.4,2.7,1.3,2.25
1230,game_0670.jpg,1.0,1.5,1.3,2.0,1.45
1231,game_2706.jpg,1.4,2.3,3.1,1.6,2.1
1232,movie_2375.jpg,4.4,3.8,4.4,3.4,4.0
1233,game_2259.jpg,3.1,2.7,3.2,3.1,3.02
1234,movie_1193.jpg,2.9,2.8,3.4,2.3,2.85
1235,game_0706.jpg,2.1,2.8,3.1,1.9,2.48
1236,movie_2579.jpg,3.7,2.9,3.8,2.1,3.12
1237,movie_0727.jpg,2.6,2.6,3.2,1.9,2.58
1238,movie_1712.jpg,1.2,1.4,1.7,1.4,1.42
1239,movie_0970.jpg,2.1,2.2,2.8,1.9,2.25
1240,movie_2916.jpg,3.7,2.4,4.0,2.7,3.2
1241,game_2394.jpg,2.8,2.7,3.0,2.8,2.82
1242,game_2729.jpg,3.3,3.9,3.2,4.2,3.65
1243,movie_0114.jpg,3.3,2.3,3.4,2.7,2.92
1244,game_2742.jpg,1.4,2.7,2.2,2.8,2.28
1245,movie_0582.jpg,3.7,2.9,3.8,2.9,3.32
1246,movie_0818.jpg,3.7,2.4,3.6,2.7,3.1
1247,movie_2022.jpg,3.5,2.9,2.9,2.9,3.05
1248,movie_1465.jpg,0.8,1.8,1.8,1.4,1.45
1249,game_1919.jpg,1.3,2.3,1.9,1.4,1.72
1250,movie_2345.jpg,3.2,2.7,3.7,2.1,2.92
1251,game_2877.jpg,2.6,2.8,3.6,2.6,2.9
1252,movie_1129.jpg,1.7,1.8,2.2,2.0,1.92
1253,movie_1728.jpg,1.2,1.2,1.3,1.3,1.25
1254,movie_2482.jpg,3.5,2.8,3.6,2.8,3.18
1255,game_1562.jpg,3.7,3.4,3.6,3.2,3.47
1256,game_2151.jpg,0.9,1.3,1.3,1.2,1.18
1257,movie_1978.jpg,3.0,2.7,3.2,2.1,2.75
1258,movie_0109.jpg,2.6,2.7,2.8,2.3,2.6
1259,movie_1570.jpg,2.5,2.7,2.9,2.3,2.6
1260,game_0945.jpg,2.8,2.8,3.1,2.0,2.68
1261,movie_2483.jpg,3.0,2.9,2.7,2.7,2.82
1262,game_0402.jpg,3.4,3.1,3.3,2.7,3.12
1263,game_2059.jpg,2.9,1.9,2.2,1.7,2.17
1264,game_0819.jpg,2.5,2.6,2.3,1.9,2.32
1265,game_0759.jpg,2.3,2.2,1.8,1.6,1.98
1266,movie_1278.jpg,2.2,2.1,2.8,2.2,2.33
1267,movie_2776.jpg,3.9,4.0,4.2,4.1,4.05
1268,movie_0730.jpg,2.7,1.3,2.8,2.0,2.2
1269,game_1798.jpg,1.7,2.1,2.2,2.1,2.02
1270,game_2828.jpg,2.2,2.3,3.1,2.0,2.4
1271,movie_2435.jpg,1.3,2.7,2.3,2.3,2.15
1272,game_1454.jpg,2.6,2.1,2.1,1.9,2.18
1273,movie_2494.jpg,4.4,3.6,4.2,3.7,3.97
1274,movie_2376.jpg,4.1,3.5,4.4,3.7,3.92
1275,movie_0315.jpg,1.3,1.6,2.1,1.8,1.7
1276,movie_1960.jpg,2.7,2.8,2.1,1.9,2.38
1277,movie_0699.jpg,2.9,2.9,3.0,2.3,2.78
1278,game_1696.jpg,3.3,2.8,3.6,2.7,3.1
1279,game_1030.jpg,1.3,2.0,2.2,2.3,1.95
1280,movie_2326.jpg,3.2,3.1,3.1,3.4,3.2
1281,game_0450.jpg,3.3,2.9,3.6,3.1,3.22
1282,movie_0197.jpg,2.8,3.1,3.1,2.5,2.88
1283,movie_0496.jpg,3.7,3.7,3.9,2.9,3.55
1284,game_0046.jpg,2.1,1.8,1.8,1.8,1.88
1285,game_2602.jpg,2.1,2.4,1.7,1.9,2.02
1286,movie_2080.jpg,1.8,2.2,2.7,1.8,2.12
1287,movie_2633.jpg,3.6,3.8,4.1,3.5,3.75
1288,game_0367.jpg,2.5,2.7,2.2,2.0,2.35
1289,game_1667.jpg,3.6,2.9,2.8,3.2,3.12
1290,movie_1301.jpg,2.6,2.9,2.3,2.6,2.6
1291,movie_0139.jpg,3.1,3.1,3.5,2.8,3.12
1292,game_0102.jpg,2.5,2.7,2.8,2.4,2.6
1293,movie_2808.jpg,3.9,3.5,4.2,3.1,3.68
1294,movie_0076.jpg,3.3,2.6,3.7,2.4,3.0
1295,game_2003.jpg,3.1,2.9,2.3,2.7,2.75
1296,game_1380.jpg,1.3,2.2,1.2,2.0,1.68
1297,movie_2677.jpg,3.6,3.1,3.7,2.7,3.28
1298,movie_2869.jpg,3.6,3.7,4.0,3.3,3.65
1299,movie_1809.jpg,3.7,2.1,3.8,2.8,3.1
1300,movie_2978.jpg,0.8,1.1,3.1,1.8,1.7
1301,movie_1595.jpg,0.7,2.1,2.2,1.8,1.7
1302,game_0569.jpg,2.9,3.6,2.9,2.8,3.05
1303,game_1710.jpg,0.4,0.8,0.9,1.1,0.8
1304,movie_1218.jpg,2.9,2.7,3.1,1.8,2.62
1305,movie_1878.jpg,2.6,2.8,2.8,1.7,2.47
1306,movie_2727.jpg,1.0,3.6,4.3,3.8,3.18
1307,game_2867.jpg,2.8,2.1,3.5,2.8,2.8
1308,game_2360.jpg,1.0,2.3,2.2,1.8,1.82
1309,game_1899.jpg,1.0,2.2,1.2,1.3,1.42
1310,movie_2129.jpg,3.1,2.7,2.8,2.8,2.85
1311,game_0403.jpg,2.8,2.8,3.7,2.8,3.03
1312,movie_1766.jpg,3.2,2.2,3.5,2.3,2.8
1313,game_2007.jpg,0.8,1.8,1.8,1.3,1.42
1314,game_0314.jpg,2.5,3.0,2.7,2.9,2.78
1315,movie_0040.jpg,3.7,2.4,3.2,3.5,3.2
1316,game_1294.jpg,2.7,2.3,2.2,2.1,2.33
1317,game_1548.jpg,2.5,2.5,2.2,1.7,2.22
1318,game_2085.jpg,2.3,2.2,1.6,1.3,1.85
1319,movie_0536.jpg,3.3,3.1,3.2,3.0,3.15
1320,movie_2184.jpg,2.9,2.8,3.3,2.7,2.92
1321,game_2086.jpg,3.4,2.8,2.9,2.9,3.0
1322,game_0855.jpg,0.8,2.1,0.8,1.8,1.38
1323,movie_1378.jpg,2.6,2.2,2.0,1.8,2.15
1324,movie_2498.jpg,3.1,2.7,3.2,2.2,2.8
1325,game_1360.jpg,2.3,2.3,1.2,1.5,1.82
1326,movie_0533.jpg,3.3,2.4,3.3,2.1,2.78
1327,movie_0509.jpg,2.7,2.9,2.8,2.7,2.77
1328,game_1292.jpg,1.8,2.4,2.2,1.6,2.0
1329,game_0132.jpg,3.2,3.0,3.2,3.2,3.15
1330,game_1108.jpg,3.1,3.0,3.4,2.3,2.95
1331,game_2563.jpg,2.9,2.7,3.4,2.1,2.78
1332,game_0729.jpg,3.3,2.5,2.1,1.9,2.45
1333,game_0018.jpg,1.0,2.1,0.9,1.8,1.45
1334,game_2575.jpg,1.8,2.0,1.8,1.7,1.82
1335,movie_1763.jpg,1.6,2.7,2.1,1.8,2.05
1336,game_0360.jpg,0.8,0.8,0.9,1.1,0.9
1337,movie_1943.jpg,2.9,3.4,3.3,2.8,3.1
1338,movie_0299.jpg,3.5,2.2,3.7,2.8,3.05
1339,game_0676.jpg,0.9,1.5,1.3,1.4,1.27
1340,game_1410.jpg,0.3,0.8,0.8,0.8,0.68
1341,game_0070.jpg,0.8,1.6,0.8,1.3,1.12
1342,movie_1112.jpg,1.4,2.7,2.8,2.7,2.4
1343,movie_2309.jpg,2.5,2.4,3.4,2.7,2.75
1344,movie_1368.jpg,2.6,2.8,3.7,2.7,2.95
1345,game_0328.jpg,1.9,2.0,1.8,1.8,1.88
1346,movie_2816.jpg,4.2,4.1,4.1,3.5,3.98
1347,game_2364.jpg,2.3,2.3,2.0,1.9,2.12
1348,movie_1155.jpg,3.6,4.0,3.9,3.1,3.65
1349,game_1876.jpg,3.4,2.7,2.8,2.7,2.9
1350,movie_0396.jpg,1.7,2.3,1.7,1.9,1.9
1351,game_1053.jpg,2.3,2.1,2.2,1.6,2.05
1352,movie_0798.jpg,2.3,2.3,3.3,2.7,2.65
1353,game_2587.jpg,0.4,0.9,0.9,1.3,0.88
1354,game_2832.jpg,0.3,0.7,1.3,0.9,0.8
1355,movie_2039.jpg,2.3,4.0,3.7,3.4,3.35
1356,game_0377.jpg,2.6,2.3,2.2,2.4,2.38
1357,game_2644.jpg,1.9,2.2,1.8,2.1,2.0
1358,game_2095.jpg,1.2,1.8,1.6,1.0,1.4
1359,movie_0418.jpg,3.6,4.3,3.5,3.4,3.7
1360,game_2920.jpg,0.8,1.6,0.8,1.4,1.15
1361,game_0264.jpg,0.6,0.8,0.8,1.2,0.85
1362,game_2940.jpg,2.3,2.1,3.4,2.1,2.48
1363,game_1738.jpg,0.7,1.6,1.7,1.7,1.42
1364,game_0638.jpg,2.6,2.7,3.3,1.7,2.58
1365,game_1537.jpg,1.8,2.2,1.2,1.0,1.55
1366,movie_0535.jpg,1.6,2.0,2.8,0.9,1.83
1367,movie_2268.jpg,4.5,3.7,4.2,3.4,3.95
1368,movie_0571.jpg,2.3,2.2,2.9,2.7,2.53
1369,game_1934.jpg,2.7,3.1,3.1,2.0,2.72
1370,game_1207.jpg,2.1,2.1,2.2,1.9,2.08
1371,movie_1632.jpg,3.2,2.9,3.4,2.4,2.98
1372,game_1036.jpg,0.8,1.5,1.3,1.3,1.22
1373,game_0515.jpg,1.9,2.0,1.9,2.1,1.98
1374,game_2205.jpg,2.6,2.9,2.8,2.2,2.62
1375,movie_0816.jpg,2.7,3.2,3.1,2.8,2.95
1376,game_0751.jpg,3.7,3.8,3.8,3.7,3.75
1377,movie_2056.jpg,3.3,2.3,3.3,2.7,2.9
1378,movie_0377.jpg,2.5,2.6,2.8,2.8,2.68
1379,game_0341.jpg,1.8,1.7,3.0,1.8,2.08
1380,movie_2209.jpg,2.2,2.2,2.8,2.2,2.35
1381,game_1626.jpg,1.8,2.1,1.7,1.4,1.75
1382,game_0868.jpg,2.0,2.2,2.1,1.6,1.98
1383,game_2761.jpg,2.1,2.3,3.2,1.6,2.3
1384,movie_1566.jpg,2.3,3.0,3.3,2.8,2.85
1385,movie_2894.jpg,0.7,1.6,1.7,1.6,1.4
1386,game_0112.jpg,2.1,2.8,2.2,1.0,2.03
1387,game_0680.jpg,2.5,3.4,2.6,1.6,2.52
1388,movie_0492.jpg,2.6,2.3,2.5,1.9,2.33
1389,movie_0083.jpg,2.5,2.7,3.3,2.2,2.68
1390,game_1462.jpg,3.1,2.3,2.8,2.9,2.78
1391,movie_0420.jpg,3.1,2.7,3.2,2.1,2.78
1392,game_0481.jpg,2.3,2.7,2.9,1.4,2.33
1393,game_0146.jpg,3.2,2.1,3.3,2.1,2.68
1394,movie_0713.jpg,2.7,2.4,2.1,1.6,2.2
1395,game_2827.jpg,2.7,2.3,3.6,1.5,2.52
1396,movie_1188.jpg,2.0,2.2,2.7,1.6,2.12
1397,movie_2652.jpg,3.3,2.1,3.8,2.3,2.88
1398,game_1470.jpg,3.3,3.2,3.3,3.0,3.2
1399,movie_0103.jpg,3.2,2.4,3.2,2.8,2.9
1400,movie_0982.jpg,3.5,2.8,3.3,3.0,3.15
1401,game_2371.jpg,2.8,2.2,2.2,2.7,2.48
1402,game_0854.jpg,2.6,1.9,1.3,2.5,2.08
1403,movie_2489.jpg,3.5,2.9,4.0,3.3,3.42
1404,game_1384.jpg,2.4,2.9,2.2,2.1,2.4
1405,game_2951.jpg,2.5,2.3,2.8,1.4,2.25
1406,game_2428.jpg,2.9,2.8,2.8,2.7,2.8
1407,movie_2792.jpg,4.0,3.8,4.1,3.4,3.82
1408,movie_2525.jpg,2.3,2.0,2.7,2.6,2.4
1409,game_2535.jpg,2.2,3.0,2.2,2.3,2.42
1410,game_1144.jpg,2.5,2.4,2.0,1.7,2.15
1411,movie_1007.jpg,2.8,3.6,3.2,3.2,3.2
1412,game_0940.jpg,2.3,2.8,2.8,1.7,2.4
1413,game_1820.jpg,1.8,2.7,1.3,1.2,1.75
1414,game_0101.jpg,2.7,2.7,2.2,2.0,2.4
1415,movie_0691.jpg,2.6,2.6,2.9,2.5,2.65
1416,game_2798.jpg,2.2,2.2,1.7,1.5,1.9
1417,movie_2973.jpg,2.9,2.9,3.8,3.2,3.2
1418,movie_0190.jpg,2.3,2.2,3.4,2.5,2.6
1419,game_0932.jpg,1.1,1.4,1.2,1.0,1.18
1420,movie_2691.jpg,3.5,2.9,4.2,2.9,3.38
1421,game_2468.jpg,0.7,1.1,1.2,0.8,0.95
1422,game_2292.jpg,0.8,1.4,1.7,1.1,1.25
1423,game_0246.jpg,0.3,1.4,1.1,0.6,0.85
1424,game_1818.jpg,2.3,2.6,3.7,2.7,2.82
1425,movie_0701.jpg,2.3,2.3,3.4,2.9,2.72
1426,game_1937.jpg,0.9,1.6,1.6,1.6,1.42
1427,movie_1101.jpg,2.7,2.2,3.0,2.9,2.7
1428,game_0997.jpg,1.1,0.8,1.3,1.1,1.08
1429,movie_1556.jpg,2.7,3.0,3.5,2.9,3.02
1430,movie_1628.jpg,2.5,2.2,2.9,2.0,2.4
1431,movie_1106.jpg,2.6,2.5,3.2,2.7,2.75
1432,movie_2030.jpg,1.7,2.1,2.3,1.5,1.9
1433,movie_2612.jpg,3.6,2.8,3.7,3.4,3.38
1434,game_0210.jpg,2.6,2.5,2.8,1.7,2.4
1435,game_2925.jpg,0.8,2.5,1.8,1.5,1.65
1436,game_2622.jpg,1.7,2.5,2.2,2.7,2.28
1437,game_1546.jpg,2.7,2.9,2.8,2.1,2.62
1438,game_0878.jpg,2.5,2.3,2.3,1.9,2.25
1439,game_2903.jpg,1.8,2.7,2.7,1.5,2.17
1440,game_2113.jpg,1.8,1.4,1.8,1.5,1.62
1441,movie_0820.jpg,2.5,2.7,3.3,1.4,2.48
1442,movie_0365.jpg,2.1,2.5,2.7,1.6,2.22
1443,game_1266.jpg,2.2,2.2,2.1,1.6,2.02
1444,movie_0819.jpg,2.9,3.3,3.0,1.7,2.72
1445,movie_2688.jpg,3.5,3.5,4.0,3.3,3.58
1446,movie_1506.jpg,2.9,2.8,3.0,1.7,2.6
1447,game_1206.jpg,2.9,2.3,2.5,1.9,2.4
1448,movie_0992.jpg,1.3,1.6,1.8,1.1,1.45
1449,game_2502.jpg,2.8,2.9,2.7,3.0,2.85
1450,movie_2849.jpg,3.4,3.6,4.1,3.5,3.65
1451,game_1812.jpg,2.4,2.3,1.8,1.2,1.92
1452,movie_2945.jpg,4.3,2.2,4.0,3.7,3.55
1453,game_1490.jpg,2.2,2.3,1.7,1.4,1.9
1454,movie_1690.jpg,2.3,2.2,2.2,3.5,2.55
1455,movie_2490.jpg,2.7,2.6,3.3,1.9,2.63
1456,game_1141.jpg,1.7,1.9,1.7,1.3,1.65
1457,movie_2975.jpg,2.5,1.7,2.0,1.6,1.95
1458,game_1889.jpg,1.3,0.9,1.5,1.0,1.18
1459,game_2251.jpg,1.8,0.7,1.7,0.9,1.28
1460,game_2180.jpg,1.2,1.7,1.3,1.1,1.33
1461,movie_1136.jpg,3.6,2.4,3.6,2.9,3.12
1462,movie_2457.jpg,2.6,3.3,3.3,3.0,3.05
1463,movie_2052.jpg,2.7,3.8,3.2,3.2,3.22
1464,game_0579.jpg,3.0,3.1,2.8,2.8,2.92
1465,movie_0919.jpg,3.2,3.4,3.7,3.4,3.42
1466,movie_0057.jpg,2.2,2.2,2.9,1.3,2.15
1467,movie_0943.jpg,1.7,2.2,2.7,1.3,1.98
1468,movie_2179.jpg,2.5,3.6,2.7,3.4,3.05
1469,movie_0218.jpg,2.9,2.2,3.2,2.9,2.8
1470,movie_1253.jpg,3.1,3.1,3.3,2.3,2.95
1471,movie_2601.jpg,3.5,2.3,3.2,1.4,2.6
1472,game_2665.jpg,2.7,2.0,2.2,1.5,2.1
1473,movie_1277.jpg,3.0,2.9,2.6,2.6,2.78
1474,game_1733.jpg,2.9,2.1,3.4,2.7,2.78
1475,game_2410.jpg,1.8,2.3,2.1,1.6,1.95
1476,game_0948.jpg,2.8,2.5,3.3,2.7,2.82
1477,movie_0221.jpg,2.8,2.3,3.5,3.0,2.9
1478,game_0750.jpg,3.1,2.7,2.4,2.8,2.75
1479,movie_0211.jpg,2.6,2.2,2.7,2.2,2.43
1480,game_0020.jpg,1.2,2.9,1.9,1.3,1.82
1481,movie_0383.jpg,2.8,2.0,2.3,1.6,2.17
1482,game_1576.jpg,2.6,2.3,2.8,1.7,2.35
1483,game_2498.jpg,2.6,1.8,2.2,1.7,2.08
1484,movie_1064.jpg,2.9,3.0,3.3,3.1,3.08
1485,movie_0084.jpg,2.8,3.4,2.7,2.8,2.92
1486,game_2334.jpg,2.3,2.2,1.6,1.4,1.88
1487,game_2702.jpg,1.3,2.6,2.2,2.1,2.05
1488,game_1016.jpg,1.3,2.1,1.8,1.5,1.68
1489,game_2786.jpg,2.2,2.4,2.3,2.0,2.22
1490,movie_1880.jpg,3.2,2.3,3.0,2.2,2.68
1491,game_2962.jpg,3.2,2.8,2.3,2.5,2.7
1492,game_0853.jpg,0.3,0.7,0.8,0.7,0.62
1493,game_1005.jpg,2.2,2.8,1.7,0.9,1.9
1494,movie_0570.jpg,3.2,2.8,3.2,2.8,3.0
1495,game_0317.jpg,3.1,3.1,2.7,3.0,2.98
1496,movie_0781.jpg,3.4,2.8,3.6,2.8,3.15
1497,game_2721.jpg,3.7,3.5,3.4,3.3,3.47
1498,movie_2013.jpg,3.1,3.5,3.5,2.9,3.25
1499,game_0072.jpg,2.3,2.6,2.7,2.8,2.6
1500,game_1822.jpg,2.3,2.4,1.8,1.6,2.02
1501,movie_1815.jpg,2.9,2.8,2.8,2.3,2.7
1502,movie_1963.jpg,2.2,2.8,2.2,2.7,2.48
1503,movie_1261.jpg,2.5,2.6,2.2,2.0,2.33
1504,movie_0379.jpg,3.1,3.1,2.8,2.3,2.82
1505,movie_0241.jpg,3.2,3.6,3.2,3.3,3.32
1506,movie_2306.jpg,2.8,3.9,3.4,3.3,3.35
1507,movie_0737.jpg,2.4,2.7,2.8,3.0,2.72
1508,movie_1132.jpg,2.3,2.2,3.3,2.2,2.5
1509,game_0169.jpg,1.1,1.7,1.7,1.4,1.48
1510,movie_2161.jpg,2.9,3.0,3.2,2.7,2.95
1511,movie_1537.jpg,1.6,2.2,2.3,1.8,1.98
1512,game_1322.jpg,2.8,2.8,3.0,2.0,2.65
1513,movie_0239.jpg,2.6,2.5,2.8,1.7,2.4
1514,movie_2734.jpg,2.6,3.4,4.3,3.7,3.5
1515,game_2357.jpg,2.0,2.2,2.7,2.1,2.25
1516,movie_2821.jpg,2.6,3.5,4.2,3.6,3.48
1517,game_1769.jpg,2.7,2.3,3.4,2.9,2.82
1518,game_0231.jpg,2.8,2.1,2.7,2.1,2.43
1519,movie_0661.jpg,3.1,2.3,3.1,2.2,2.68
1520,movie_2996.jpg,2.6,3.7,4.4,4.5,3.8
1521,movie_1734.jpg,2.6,3.7,3.4,3.1,3.2
1522,game_2969.jpg,2.6,2.1,1.2,1.7,1.9
1523,movie_2927.jpg,2.6,3.5,3.8,3.4,3.32
1524,game_2296.jpg,3.2,2.2,3.6,2.7,2.92
1525,movie_2310.jpg,4.3,3.9,4.4,3.6,4.05
1526,movie_0015.jpg,2.6,2.2,2.4,1.8,2.25
1527,movie_1846.jpg,2.6,3.5,3.3,3.2,3.15
1528,movie_0603.jpg,2.6,2.6,3.5,2.1,2.7
1529,game_0514.jpg,3.4,2.6,3.3,2.1,2.85
1530,game_0828.jpg,2.6,2.0,1.7,1.3,1.9
1531,movie_1166.jpg,3.0,2.4,3.3,2.1,2.7
1532,game_2025.jpg,3.5,2.8,3.6,3.0,3.22
1533,movie_1448.jpg,3.2,2.9,3.3,2.3,2.92
1534,movie_0062.jpg,2.6,2.3,2.3,1.8,2.25
1535,game_0808.jpg,2.6,1.5,1.7,1.2,1.75
1536,game_2076.jpg,3.3,2.3,3.2,2.8,2.9
1537,movie_1732.jpg,2.6,2.0,2.7,2.2,2.38
1538,movie_1382.jpg,2.6,1.5,2.2,2.8,2.28
1539,game_0721.jpg,2.6,2.3,1.9,1.8,2.15
1540,movie_1071.jpg,2.6,2.1,2.2,1.5,2.1
1541,game_2398.jpg,2.6,2.2,1.4,1.5,1.93
1542,game_0643.jpg,2.6,2.3,2.2,1.5,2.15
1543,game_0758.jpg,1.3,2.4,1.3,2.2,1.8
1544,game_2748.jpg,2.3,2.5,2.0,2.1,2.22
1545,game_2584.jpg,2.9,3.0,3.2,1.8,2.73
1546,game_2032.jpg,2.8,2.9,2.9,2.0,2.65
1547,movie_1041.jpg,2.5,2.6,2.5,1.8,2.35
1548,movie_1932.jpg,2.2,2.5,2.1,2.2,2.25
1549,movie_2432.jpg,2.2,2.2,2.1,1.9,2.1
1550,game_0616.jpg,2.1,2.1,2.0,1.7,1.98
1551,game_2242.jpg,1.7,2.4,1.9,2.1,2.02
1552,movie_2908.jpg,1.2,2.2,2.5,1.8,1.92
1553,game_1742.jpg,3.5,2.9,3.5,2.7,3.15
1554,movie_0940.jpg,3.2,3.0,3.9,2.9,3.25
1555,movie_2671.jpg,3.5,3.0,3.7,3.1,3.32
1556,movie_2860.jpg,2.5,2.2,2.2,2.1,2.25
1557,movie_0489.jpg,2.8,2.9,2.6,1.9,2.55
1558,movie_2018.jpg,3.9,2.9,3.9,2.8,3.38
1559,movie_2157.jpg,1.7,2.1,1.8,1.7,1.82
1560,movie_1877.jpg,2.4,2.1,2.0,1.6,2.02
1561,game_2652.jpg,2.8,2.3,3.3,2.0,2.6
1562,game_1195.jpg,3.1,2.5,2.8,2.1,2.62
1563,movie_2920.jpg,3.6,3.9,3.8,3.5,3.7
1564,movie_2290.jpg,3.6,3.5,3.4,3.6,3.52
1565,game_0080.jpg,3.4,2.8,2.4,3.4,3.0
1566,movie_2793.jpg,3.4,2.7,3.7,3.3,3.28
1567,movie_0164.jpg,1.7,1.6,2.2,2.2,1.92
1568,game_1748.jpg,3.5,2.8,2.9,2.1,2.82
1569,movie_0703.jpg,3.2,2.8,2.3,2.1,2.6
1570,game_1538.jpg,0.8,2.1,1.4,1.4,1.43
1571,game_2544.jpg,1.2,2.1,1.8,1.5,1.65
1572,movie_1869.jpg,3.3,3.1,3.7,3.6,3.42
1573,game_1124.jpg,1.2,2.0,1.2,1.9,1.58
1574,game_0239.jpg,2.9,2.6,3.0,1.7,2.55
1575,game_1216.jpg,0.3,0.9,0.3,0.7,0.55
1576,game_2773.jpg,0.7,1.2,1.4,1.3,1.15
1577,movie_0267.jpg,2.4,2.7,3.1,2.6,2.7
1578,movie_2545.jpg,2.5,0.5,1.8,2.0,1.7
1579,game_0727.jpg,1.6,1.8,1.7,1.4,1.62
1580,game_1988.jpg,1.8,2.2,1.1,1.1,1.55
1581,game_0279.jpg,2.7,1.8,2.3,1.8,2.15
1582,movie_2522.jpg,3.8,2.7,4.3,2.8,3.4
1583,movie_2602.jpg,2.7,1.6,2.1,1.9,2.08
1584,movie_2062.jpg,2.7,1.9,2.8,1.7,2.28
1585,movie_0705.jpg,2.8,3.6,3.0,2.9,3.08
1586,game_2203.jpg,2.2,2.1,2.0,1.3,1.9
1587,movie_0501.jpg,2.8,1.9,2.8,2.2,2.42
